,word,x0,x1
775,life,-0.24696161,-0.012178054
776,laws,0.029222446,0.015218332
777,killing,0.09664225,-0.016716855
778,kelly,-0.20649387,-0.0014939238
779,flashback,0.18258217,-0.08119317
780,fighting,-0.5815412,0.060271557
781,fans,0.994419,-0.010519334
782,faces,0.2877099,0.0062845754
783,evidence,-0.13908024,-0.02292873
784,doj,0.6589077,0.03727106
785,destroyed,0.31790304,0.055828333
786,come,0.06822583,-0.004095217
787,cabinet,-0.19439778,0.02641924
788,block,0.047981746,-0.007720685
789,agree,-0.0029364682,-0.0396662
790,activist,-0.115973905,0.02286901
791,911,-0.14662273,0.00062911713
792,4,-0.5391996,-0.053509563
793,yemen,0.15905353,-0.0036643562
794,words,-0.70715463,0.008673398
795,weapons,-0.22358134,0.07819635
796,viral,-0.23044106,-0.016699905
797,talk,0.092755616,-0.061268643
798,photo,-0.048541464,0.022569802
799,part,0.09855411,0.0066992026
800,oops,-0.50730497,-0.049196023
801,oil,-0.39923888,-0.030423885
802,night,-0.26799333,-0.025998836
803,name,0.133334,0.020430798
804,millions,-0.821987,0.03296567
805,illegals,-0.15501894,-0.009607802
806,hopes,0.00019628975,-0.0029604684
807,history,-0.34668946,-0.0075314897
808,fed,-0.054530904,0.05548477
809,dangerous,0.0057694633,0.0033898295
810,close,-0.36032492,0.0054125744
811,boy,-0.14951165,0.005026676
812,arms,0.26435328,0.06563967
813,west,-0.094898194,0.054193802
814,union,-0.69823766,-0.081137545
815,thousands,0.66145927,-0.013834246
816,terrorism,0.0020892369,-0.025712341
817,picks,-0.0918196,-0.0763802
818,percent,0.16405728,-0.09455851
819,nancy,0.034463782,-0.043339863
820,militants,-0.3393318,0.02137763
821,mexican,0.2244131,-0.10468348
822,melania,0.29100665,-0.013344931
823,letter,0.53578526,0.015064093
824,guy,0.019148732,0.020773297
825,getting,0.38712448,-0.014284709
826,gay,0.41214985,-0.111209325
827,fck,0.44425586,-0.059309877
828,explains,-0.065102555,-0.07068016
829,defend,-0.17791392,0.043810107
830,council,0.26453096,-0.09772022
831,church,1.4057038,-0.026952708
832,child,0.62929046,-0.0074987696
833,challenge,0.017280743,-0.023705477
834,brilliant,0.21215111,0.074985
835,bank,-0.42348024,-0.044060774
836,aliens,0.2097417,0.00017757778
837,alien,-0.054280344,0.08598464
838,afghan,-1.2975363,0.054780357
839,wrong,0.11982053,-0.03779209
840,ukraine,-0.08991908,-0.017356142
841,troops,0.035763774,-0.0052901823
842,tried,0.08861228,0.010434847
843,taking,-0.16902621,0.10823643
844,something,-0.34084618,-0.02991073
845,philippines,-0.09714154,-0.015811129
846,oregon,0.053805947,-0.019580115
847,offer,0.17476922,0.051672865
848,megyn,0.23331487,-0.058365356
849,lying,0.036291108,-0.017242057
850,hearing,-0.34875232,-0.0378192
851,firm,-0.26455855,0.0064340453
852,elizabeth,0.67999554,-0.035039052
853,economy,-0.4886877,0.0282847
854,denies,0.033166755,-0.05143646
855,cyber,0.0060283504,0.038554363
856,conference,1.1122763,0.04328634
857,actually,-0.009798336,0.053599425
858,stage,0.26766092,-0.008864623
859,some,0.36433223,0.0748735
860,since,0.10574115,0.02209494
861,signs,0.061100725,-0.057571303
862,she’s,-0.10982655,0.073612735
863,ria,-0.19153287,0.058975693
864,line,0.19316125,0.0035412363
865,leaves,-0.535036,-0.11996193
866,join,0.31241092,0.025129378
867,johnson,0.02340802,0.026341422
868,friend,-0.15213597,0.06398827
869,frances,-0.30479193,0.037457004
870,foundation,0.65401584,0.038037457
871,food,-0.15965883,-0.025838159
872,dems,0.11037509,0.03306194
873,civil,0.006278573,-0.04489588
874,christmas,-0.1241303,0.063383795
875,carson,-0.2816457,-0.011050572
876,car,0.25195333,0.020897666
877,breaks,-0.36120662,-0.045218978
878,blame,-0.006072535,0.053299617
879,around,-0.259769,-0.00921637
880,anchor,-0.16011938,-0.0022350263
881,2,0.1361204,0.0036359567
882,yr,-0.15952657,-0.028345205
883,voted,-0.1292248,0.0064972457
884,taiwan,-0.5582721,-0.036718164
885,sheriff,0.5017807,0.07080839
886,revealed,0.34821114,0.07104358
887,nafta,0.11142752,-0.077680446
888,mocks,-0.54863,-0.0034292587
889,members,0.24728084,-0.014005472
890,irish,-0.055955376,-0.0031864836
891,fund,0.21577896,0.030320957
892,fear,0.090236336,0.08479034
893,congressional,-0.18613291,0.021683553
894,company,0.23589805,0.022286873
895,chinese,0.031292263,-0.013442467
896,care,-0.24623924,-0.09081502
897,canada,-0.09323694,-0.002178082
898,already,-0.019330552,0.015338111
899,absolutely,-0.038171396,0.04791125
900,20,0.19341154,0.016627675
901,‘the,-0.1762592,0.0259971
902,vietnam,0.14182745,0.020895017
903,sue,-0.32726642,-0.0023020415
904,student,0.07540158,-0.02173676
905,staff,-0.51139504,0.07365309
906,sht,0.24996659,0.035544388
907,reelection,0.15962744,0.017400598
908,prosecutor,-0.10973873,-0.02670523
909,points,-0.38948062,-0.0154180825
910,play,0.08645721,0.01566913
911,northern,0.08493934,-0.003145225
912,mueller,-0.16957308,-0.019127969
913,mark,-0.027660605,-0.0021842464
914,ireland,0.15520282,-0.0005167318
915,heads,-0.14356038,0.010570491
916,global,-0.2839807,0.008315086
917,exposed,0.08016112,0.0019159869
918,drug,-0.027916253,0.035339948
919,cnn’s,-0.23320156,0.00056044554
920,bundy,-0.320771,0.011794866
921,ask,-0.05165599,0.04250332
922,asia,-0.09501617,-0.03574459
923,afghanistan,0.38506255,-0.02816208
924,urge,-0.13595301,0.019233
925,try,-0.20369099,0.07244914
926,sunday,0.07512164,-0.006574509
927,steve,0.10772646,-0.043387037
928,stay,-0.3494228,-0.040958583
929,speak,-1.2008096,0.0035535914
930,responds,0.18107805,0.026322499
931,referendum,0.4933979,0.025168031
932,politics,0.6059093,0.042723507
933,names,-0.1876,-0.057263054
934,irma,0.007962885,0.028504811
935,intel,-0.8953865,0.03734369
936,insane,0.1381637,0.057407293
937,human,-0.24387293,-0.09363867
938,guest,0.06484456,-0.082811646
939,far,0.30541456,0.013940557
940,economic,-0.38136435,-0.047165524
941,due,-0.6291942,0.0730514
942,detroit,0.13430661,0.010389971
943,coal,-0.40986124,0.02059568
944,cities,0.18280232,-0.04021391
945,changes,0.52694887,-0.035474695
946,bathroom,0.1416995,0.019387474
947,arabia,0.14922313,0.023375118
948,accused,0.20019682,0.048894655
949,turkeys,0.4629483,0.0045336364
950,stand,0.11857012,0.071920745
951,shuts,0.976406,-0.0714998
952,remarks,-0.028903073,-0.020609498
953,powerful,-0.1733427,-0.010611453
954,o’reilly,-0.43945226,-0.056493677
955,other,0.0569643,-0.0045751305
956,ohio,-0.6619321,-0.06615422
957,number,1.037372,-0.057332955
958,moscow,-0.2888264,0.06132403
959,mass,0.26559055,0.026339473
960,lose,-0.038048573,-0.04898147
961,humiliates,0.24965961,-0.0032378538
962,guns,-0.04277661,-0.06689688
963,funds,-0.47838488,0.049935102
964,education,1.9256473,-0.019084897
965,daughter,-0.23640196,0.094740555
966,dad,0.38684785,-0.035603046
967,christian,0.07321506,0.08778018
968,charged,-0.082864426,0.045017436
969,capital,0.34417033,0.013095583
970,bring,0.36709344,-0.023317216
971,baltimore,0.13998684,0.006520835
972,alabama,0.66990125,0.027593566
973,actor,-0.062478714,-0.041440774
974,15,0.63784957,0.008855645
975,uks,-0.23621851,0.018931206
976,transition,0.045018207,0.06359953
977,soros,-0.31435448,-0.04212239
978,same,-0.4335534,-0.01935185
979,rich,-0.050474882,0.058091853
980,prince,-0.17819834,0.002946913
981,parties,0.38249776,0.039764997
982,palin,0.15790503,0.0061617047
983,mom,-0.20009063,0.010078063
984,might,0.7560843,-0.07973382
985,meets,0.3174442,-0.03426889
986,market,-0.24032773,-0.09637256
987,journalists,0.73396796,-0.044543233
988,jeanine,-0.22250251,0.069474034
989,its,0.11181066,-0.024371706
990,illinois,0.6144833,0.035753362
991,everyone,-0.2940203,0.02585531
992,europe,-0.120242074,-0.027365476
993,embassy,1.4702473,-0.015885903
994,embarrassing,-0.4159287,-0.018947922
995,deputy,-1.7533907,-0.041691113
996,declares,0.1478233,-0.023312021
997,crazy,0.31309786,0.023370229
998,australia,-0.61277896,0.010285054
999,100,0.64436847,0.0059327567
1000,zimbabwe,-0.20714106,0.016536694
1001,where,0.18117195,0.026421148
1002,victim,-0.0046707164,0.051241353
1003,unhinged,-0.3389671,-0.03324249
1004,train,-0.023329591,-0.023755856
1005,totally,-0.4022879,-0.00037773175
1006,telling,0.028603153,-0.01152355
1007,sends,0.42901555,0.09349516
1008,residents,-0.5438276,0.03174885
1009,reporters,-0.38522866,0.064060874
1010,place,0.76752985,-0.031255133
1011,picture,-0.17363885,-0.06448349
1012,pass,-0.019784123,-0.029412562
1013,owner,0.38838872,0.057897635
1014,moves,0.082842834,0.038701437
1015,michigan,0.2212832,-0.011359664
1016,meltdown,-0.333733,-0.040368732
1017,literally,-0.38021097,-0.02197303
1018,israeli,0.16891648,0.06425384
1019,immigrant,0.45640132,0.02076265
1020,highlights,0.065474756,0.011323904
1021,held,0.34538972,-0.022061802
1022,happened,-0.35257098,0.011725854
1023,hannity,-0.05590213,0.008833565
1024,front,-0.19716501,0.10730771
1025,fires,0.2073948,-0.017785907
1026,finance,0.6566442,-0.058306586
1027,employees,0.3857791,-0.026688993
1028,doing,-0.0011444414,0.037362203
1029,demand,0.028038127,-0.030196166
1030,crime,-0.17823063,0.06829156
1031,conspiracy,-0.12801024,-0.073202014
1032,confederate,0.15530702,0.0031418614
1033,comment,0.2247821,0.059059203
1034,comes,0.17027064,0.013071409
1035,carolina,0.5120245,-0.035349913
1036,boost,-0.3043961,0.035801213
1037,appeals,-0.33885452,0.04044982
1038,allow,0.17647746,-0.036241677
1039,allies,-0.18748611,0.055663418
1040,worst,0.1197249,0.07587145
1041,waters,-0.36170435,-0.046085924
1042,videos,0.106470965,-0.012106671
1043,update,0.020463595,-0.11479446
1044,steps,0.11569652,0.03542287
1045,step,0.22765756,0.051715184
1046,sent,0.4027155,0.006790138
1047,resign,-0.099213496,-0.04536832
1048,raise,0.2413191,0.09981918
1049,racism,-0.58851355,-0.004150545
1050,proof,0.39108092,-0.019043572
1051,professor,0.12092465,0.021782111
1052,prison,-0.57263404,-0.00069641846
1053,potential,0.11225868,0.008878357
1054,mattis,0.3039054,0.080342196
1055,love,0.003144475,-0.005161899
1056,lost,-0.8423404,0.009089243
1057,looks,0.26113996,-0.0539539
1058,kurds,0.03756093,0.053628676
1059,james,-0.52739614,-0.011150809
1060,hurt,0.27458858,0.021750575
1061,henningsen,-0.05061808,0.011745152
1062,girls,0.6200345,-0.010660693
1063,germanys,0.19861244,-0.00091042847
1064,criticism,0.37212014,-0.0036754904
1065,corporate,-0.036361136,0.00030933885
1066,confirms,-0.25278485,0.04186232
1067,brutally,0.078721456,-0.03502774
1068,britains,-0.030365527,-0.0068646623
1069,any,-0.086515285,0.02444359
1070,anthem,0.0007769323,-0.011508206
1071,allegations,0.00020251228,0.057584703
1072,agencies,0.1731027,-0.013552472
1073,african,0.088342145,-0.03609517
1074,zimbabwes,-0.20502403,0.016184181
1075,veteran,0.019196942,-0.030347321
1076,tucker,0.1412297,0.03815731
1077,term,0.5401276,-0.086185165
1078,targets,0.50369924,-0.0012726077
1079,syrias,0.9075887,0.003608796
1080,spy,0.11807187,0.054774277
1081,speaks,0.27882144,-0.09973768
1082,russians,-0.025182597,0.00979896
1083,promises,0.30523804,0.03135133
1084,perfectly,-0.0019565222,-0.014093947
1085,pastor,0.35312736,0.037454188
1086,palestinian,0.48132947,-0.055528928
1087,officer,-0.1709473,0.010041395
1088,news’,0.380997,0.007978362
1089,my,-0.6602712,-0.04636823
1090,mugabe,1.0111006,-0.008089788
1091,movie,-0.52091485,0.008736414
1092,moment,-0.02720206,0.025734853
1093,lebanon,-0.6148509,0.018994844
1094,jailed,0.32941526,0.039303467
1095,hysterical,-0.35962063,0.00093567773
1096,hariri,0.46970814,0.041905265
1097,giving,-0.3920066,-0.10365067
1098,financial,0.18823473,-0.017482309
1099,communist,-0.9850165,0.052057143
1100,coming,0.19212872,0.019048747
1101,carlson,0.056674033,0.065946825
1102,boycott,-0.34075978,0.04367483
1103,become,-0.41576326,-0.097096495
1104,bangladesh,0.63184506,-0.09355762
1105,arrests,-0.50858784,-0.06851794
1106,antifa,-0.050281066,-0.09010514
1107,answer,0.18184805,0.011009463
1108,address,0.2874835,-0.08197295
1109,abuse,0.35247618,-0.027329924
1110,50,0.13608511,0.03418288
1111,you’re,-0.3951994,0.04604562
1112,virginia,1.0591385,0.02352292
1113,tuesday,-0.33756572,-0.011332058
1114,tough,-0.25553423,-0.08356334
1115,throws,0.3277447,0.08094794
1116,then,0.033603303,-0.04131988
1117,system,-0.15560089,0.0026283534
1118,save,-0.17206717,0.04538732
1119,results,-0.18611053,0.031411752
1120,raises,0.2140354,0.017148288
1121,philippine,-0.29464173,-0.031726245
1122,launches,0.040965967,-0.050662685
1123,iowa,-0.18725589,-0.060375676
1124,harassment,-0.17431208,0.029906122
1125,hacked,0.10951752,-0.04282422
1126,flint,0.88974136,0.028825952
1127,firing,-0.31587702,-0.05986372
1128,finds,-0.5333989,-0.074955106
1129,ends,-0.3844499,-0.019895539
1130,early,0.053453255,-0.054603618
1131,disturbing,0.60327977,-0.036845025
1132,disaster,0.28483683,-0.06712449
1133,companies,-0.4246607,-0.06321089
1134,christie,-0.9379363,-0.015848419
1135,check,-0.08416189,-0.007867754
1136,charge,-0.32210523,0.038415857
1137,central,0.59500164,-0.04774399
1138,better,-0.6878179,0.0001969025
1139,ally,0.24997455,0.022979168
1140,agents,-0.51774806,0.06589603
1141,women’s,0.082729824,-0.040042512
1142,well,0.21703608,-0.005261005
1143,vs,0.15714893,0.004519727
1144,trump”,0.17343578,-0.03706519
1145,there,-0.34604755,-0.10469316
1146,surprise,0.71722424,0.014220607
1147,super,0.4624401,-0.04183301
1148,study,-0.56414753,0.09615871
1149,soon,-0.18721385,0.057527915
1150,soldiers,-0.0021741888,-0.0028022146
1151,sick,0.22188263,-0.009954308
1152,sets,0.28869048,0.013451185
1153,screenshots,0.20080085,0.05675148
1154,sanctuary,-0.03351217,-0.03839161
1155,roy,-0.82954496,0.023340553
1156,romney,-0.21590804,-0.031635597
1157,reutersipsos,0.07463805,0.07883251
1158,red,0.3172219,-0.0074246484
1159,record,0.31558236,0.014170546
1160,quit,-0.028303467,0.02489044
1161,progress,0.00032339862,0.054718945
1162,paid,0.5314278,-0.07937239
1163,pact,0.0052776136,-0.07029029
1164,opens,0.4788273,0.013556067
1165,obamas,-0.23949927,0.06405086
1166,months,-0.98779815,0.04882187
1167,maxine,0.53731424,0.043726843
1168,leadership,0.38845786,0.027120957
1169,game,-0.08777147,-0.0008981982
1170,freedom,0.0052715233,0.09871464
1171,feds,-0.0059156953,-0.011992381
1172,eyes,-0.06892433,0.0019606936
1173,event,0.13567834,-0.06654242
1174,eus,0.462651,0.041346032
1175,crackdown,-0.075063735,0.040786874
1176,choice,0.15564989,-0.0031409163
1177,book,0.22465123,-0.029619852
1178,avoid,-0.24268296,0.030298961
1179,attacked,-0.027499687,0.03363401
1180,access,-0.4689676,-0.013384306
1181,8,0.13050045,-0.0462105
1182,wearing,-0.19233894,-0.0063066883
1183,visits,0.21558267,0.0145868845
1184,veterans,0.48229668,0.011541922
1185,treasury,-0.50613594,0.056208335
1186,things,0.312469,0.039897297
1187,tensions,0.34250033,-0.010814907
1188,taxpayer,0.5198213,-0.039013803
1189,taxes,-0.060869403,-0.03844824
1190,talking,0.8129058,-0.0042509185
1191,six,0.17551307,-0.038087577
1192,sea,-0.60400695,-0.043960843
1193,rightwing,-0.07418129,-0.0133963665
1194,returns,0.0028796748,0.0174208
1195,request,-0.18200839,-0.04533506
1196,religious,0.079555415,-0.015655885
1197,rebels,-0.36720628,0.0021772652
1198,read,0.2792891,-0.042098794
1199,qatar,0.41557816,0.008284353
1200,prime,0.11229591,0.023395352
1201,players,0.061643932,0.021146938
1202,parents,-0.82003516,-0.026638284
1203,pakistan,0.3441119,-0.008408894
1204,nra,-0.0025444794,0.018383604
1205,journalist,0.019300317,-0.025313007
1206,industry,0.2292929,0.048663516
1207,husband,-0.22692019,0.007869501
1208,hundreds,-0.18365331,0.06938477
1209,egypt,-1.0234268,0.03231901
1210,drop,-0.09636077,0.026768241
1211,documents,-0.36410385,0.035906512
1212,detained,0.122295335,0.024517868
1213,desperate,-0.23191175,-0.0082694525
1214,community,-0.09946567,-0.09190597
1215,class,-0.086556494,0.019243088
1216,candidates,-0.106227666,0.05167911
1217,biggest,-0.22817421,0.09191494
1218,between,-0.5095958,0.014412126
1219,across,0.011392784,-0.003611382
1220,worse,-0.3720667,-0.02102186
1221,warned,0.5752444,0.025138708
1222,today,0.4414831,0.014030373
1223,socialist,0.057127688,0.008312631
1224,seth,-0.21502362,-0.03903041
1225,send,-0.5247498,-0.028988676
1226,resigns,-0.36486933,0.0031042597
1227,remove,-0.40358225,0.06453534
1228,reach,0.0009969716,0.0008970477
1229,praises,0.17314747,-0.044930924
1230,polls,0.2679893,-0.059543557
1231,nbc,-0.3529078,-0.03899719
1232,murdered,0.71932983,0.004320589
1233,migrant,0.034059573,-0.02780187
1234,maher,-0.014276355,0.011625482
1235,loss,-0.2491967,0.027411984
1236,long,0.15854843,-0.020647483
1237,leaks,-0.10279203,-0.11140401
1238,information,0.20104429,0.019744819
1239,india,-0.79335123,0.03528513
1240,important,0.36712405,0.030364426
1241,humiliated,-0.6794565,0.006855944
1242,hope,0.019814542,-0.096121825
1243,gas,0.014126301,-0.06584567
1244,furious,-0.35179523,0.036717087
1245,efforts,0.14846028,0.010997703
1246,eastern,-0.09025167,0.014464656
1247,done,0.42118028,0.033810265
1248,data,-0.0042828913,-0.038838487
1249,cites,-0.5084168,-0.020292474
1250,borders,-0.46093392,-0.04504449
1251,board,-0.09163393,0.003764356
1252,billionaire,-0.1769037,0.051854063
1253,asking,0.28253758,0.036084812
1254,armed,-0.03397533,-0.03578313
1255,appeal,-0.15008509,-0.016338238
1256,amnesty,0.42516077,0.0045975973
1257,america’s,0.53690255,0.0012067353
1258,aides,-0.10747352,0.0036498157
1259,13,0.1688277,-0.06643079
1260,who’s,0.48038617,-0.07755996
1261,w,0.057862453,0.055663433
1262,total,0.11423028,0.01287163
1263,thug,0.061281975,-0.06910492
1264,supporting,-0.1074418,0.081980035
1265,strong,0.010403369,0.01461651
1266,streets,0.30362877,0.0470669
1267,reaction,-0.576826,0.08705121
1268,quits,0.8338448,-0.09075604
1269,patrick,0.22334915,0.042772535
1270,nations,-0.3993825,0.070793
1271,nation,-0.040611323,0.0024510114
1272,militant,-0.0610171,-0.013556568
1273,living,-0.34633288,-0.08413723
1274,less,-0.25530532,-0.03724651
1275,lawsuit,0.5158377,-0.0071197334
1276,kerry,-0.46096042,0.06870045
1277,kenya,-0.092777975,0.03466978
1278,joy,-0.2735015,-0.06442154
1279,iranian,0.01636255,-0.022358555
1280,here,-0.36712858,-0.04285458
1281,hammers,-1.0726639,0.04801355
1282,green,0.09531596,0.022857651
1283,golf,-0.37199315,0.07022538
1284,facts,-0.4474421,0.024053108
1285,ethics,0.4737385,-0.031555623
1286,elected,-0.23460138,0.059637874
1287,donations,-0.36484265,-0.08051377
1288,december,-0.72024375,-0.009680219
1289,blow,-0.37399837,-0.09110476
1290,blacklivesmatter,0.28752148,-0.037838954
1291,bans,-0.225974,0.04916996
1292,baby,0.09811965,0.07139058
1293,attacking,0.1500902,-0.07163325
1294,assad,-0.23940676,-0.059647918
1295,appears,0.04265644,-0.027784398
1296,agrees,-0.25252587,-0.07146082
1297,agent,-0.10380173,-0.02207285
1298,worker,-0.41675526,0.002937723
1299,wisconsin,-0.238974,0.08745306
1300,winning,0.29918173,0.040259123
1301,wanted,0.534862,0.058328543
1302,turns,-0.09232088,0.03703224
1303,took,-0.10676452,-0.030585194
1304,threatened,1.0099502,-0.018050877
1305,threaten,-0.085550204,-0.081576526
1306,third,0.19065952,-0.026179085
1307,testimony,0.5396,0.05862906
1308,taxpayers,-0.7877065,-0.054218255
1309,storm,0.09934424,-0.04744715
1310,spanish,-0.57316977,-0.0040476033
1311,seven,0.3000259,-0.05066106
1312,serious,-0.61577636,0.013930559
1313,seeking,0.046718843,0.063144505
1314,replace,-0.31976533,0.033289805
1315,relations,0.4843071,-0.0031721797
1316,phone,-0.45904297,-0.032079738
1317,person,0.15799609,-0.05157762
1318,parenthood,0.055689592,0.019581031
1319,mosque,0.104166664,-0.04441056
1320,ministry,-0.3043869,-0.0023113682
1321,libyan,-0.43992716,-0.053179644
1322,libya,0.78634185,-0.02224163
1323,legislation,-0.026435163,-0.01869537
1324,launch,0.26993704,0.12099432
1325,koreas,0.5160941,-0.010621144
1326,japans,-0.31808433,-0.00022902004
1327,isn’t,-0.12434719,-0.023698226
1328,hot,0.2736501,-0.00067389384
1329,hosts,-0.2182029,-0.02351791
1330,hands,0.15363058,0.0044324487
1331,half,0.06348416,0.031634163
1332,gov,0.6362358,-0.045371827
1333,experts,0.12673771,-0.002239959
1334,draws,0.18037832,-0.0382351
1335,dollars,-0.81685895,0.022898098
1336,delivers,0.93629396,-0.042133454
1337,delay,0.33938542,0.07219221
1338,cooperation,-0.25626698,-0.00057133933
1339,continues,0.57586175,0.015932128
1340,condemns,-0.5526978,-0.030959917
1341,concerns,-0.0014963101,0.020760786
1342,commerce,0.010746129,-0.026941791
1343,cash,-0.78964347,-0.093303
1344,ca,-0.5391987,-0.036178797
1345,base,-0.1916146,-0.00822477
1346,asylum,0.23424283,0.04617653
1347,anyone,-0.49322644,0.061523546
1348,alleged,0.47344822,-0.032519232
1349,airport,0.006322517,0.025755161
1350,abe,-0.3243472,0.03200862
1351,6,0.086814545,0.009527357
1352,2017,0.3627433,0.043155648
1353,“racist”,-0.19182241,-0.118755035
1354,watchdog,0.50623846,-0.019852608
1355,vice,0.27979684,0.014854524
1356,treatment,0.42412916,0.06709836
1357,thugs,-0.16718957,0.030755017
1358,thought,-0.458183,-0.025085913
1359,testify,-0.26679236,-0.03342455
1360,teen,0.13150111,-0.026380822
1361,teacher,0.10673643,0.010066387
1362,suicide,-0.072769955,0.021070141
1363,somali,-0.015004583,0.033888053
1364,shooter,0.32357812,0.012964891
1365,rnc,-0.4166605,0.076533936
1366,relationship,0.35290557,0.032379776
1367,regime,0.5061993,-0.030530822
1368,problem,0.09716093,-0.045285985
1369,point,0.13350765,0.014031456
1370,overhaul,-0.4081717,0.106489435
1371,outside,0.036521,-0.009433988
1372,others,0.43248728,0.027169386
1373,nothing,0.3578406,-0.015602679
1374,month,0.18717442,-0.02127322
1375,met,0.5484446,-0.045888335
1376,longer,0.5766661,-0.0018643796
1377,leaked,-0.47405285,0.04821216
1378,leading,0.55268484,-0.046922237
1379,kushner,0.2941751,0.06895152
1380,international,0.29513952,-0.04896973
1381,inside,0.09981629,0.024297154
1382,hotel,-0.053712953,0.019705722
1383,harvey,0.41861627,0.05908821
1384,guilty,-0.21352491,-0.05562905
1385,focus,-0.3143439,0.010882366
1386,farright,0.03564034,0.057585597
1387,explain,0.36157295,-0.026731389
1388,exit,-0.31887722,0.027604612
1389,exactly,0.6650802,-0.10039351
1390,entire,0.21771806,-0.06370875
1391,endorses,0.14858778,0.0037121
1392,dialogue,-0.17751747,-0.00374927
1393,criticizes,-0.22653854,-0.008914167
1394,counsel,0.15484244,0.013524916
1395,continue,-0.040325534,-0.060908426
1396,chuck,0.3699829,0.06197445
1397,chaos,-0.10014418,0.063166626
1398,center,0.2894057,0.042857014
1399,bus,0.22863618,0.06540859
1400,blocks,0.82444024,-0.0029933045
1401,bizarre,-0.28100976,-0.058311965
1402,attend,-0.4414483,0.0049019726
1403,attempt,-0.11150954,0.06978993
1404,aren’t,0.083731174,-0.03699604
1405,17,0.43675098,0.12533401
1406,“you,0.17814523,-0.00016674174
1407,you’ll,-0.08566512,0.036370505
1408,whining,-0.13660122,0.030335063
1409,weighs,0.0832138,-0.03053199
1410,waiting,-0.7332912,0.0069186976
1411,wage,-0.2977778,-0.0081334
1412,visa,-0.489431,0.021781867
1413,van,-0.20781605,0.06562747
1414,unity,-0.40584376,0.020088393
1415,trumprussia,-0.51380736,-0.043360274
1416,supports,-0.48735222,-0.026674876
1417,small,0.27407697,-0.07913646
1418,sec,-0.9194564,-0.044550855
1419,scott,-0.17664826,0.0300361
1420,robert,0.09545581,0.0058994284
1421,risk,-0.15937404,-0.057102244
1422,reasons,-0.175098,0.05689494
1423,pulls,-0.06617585,-0.017665133
1424,posts,0.08583202,0.10198094
1425,plot,0.090991594,0.09031819
1426,pathetic,0.14403442,0.04025824
1427,nuts,0.35389593,-0.036446642
1428,netanyahu,-0.3046585,-0.066873595
1429,nails,-0.23491515,0.028276343
1430,missing,0.37891108,0.0079502985
1431,many,0.3134608,0.042899936
1432,looms,0.40260768,0.016560568
1433,lied,-0.47819144,0.04868323
1434,leads,0.8768225,0.01180733
1435,lavrov,0.28367183,-0.08147711
1436,lady,0.03793709,0.040797833
1437,idea,2.0209484,0.0030110276
1438,hypocrisy,-0.29018155,-0.00086622714
1439,homeland,0.19614795,0.020662108
1440,he’ll,0.25287947,0.0033813205
1441,hand,-0.07470779,-0.001874167
1442,guess,0.253199,-0.10647778
1443,gowdy,0.038276106,0.04054324
1444,father,-0.05835877,0.058118436
1445,families,-0.04976907,0.0021785297
1446,expected,-0.09673177,-0.027027015
1447,enough,-0.076471984,0.05462687
1448,electoral,0.35905656,-0.022160374
1449,dispute,0.30382887,-0.035360344
1450,die,0.5661697,-0.012734981
1451,deals,-0.39602894,0.021277718
1452,concerned,0.14401798,0.06778927
1453,committed,-0.26036602,-0.01603777
1454,clintons,-0.31983632,-0.12601708
1455,clash,0.32647634,-0.03467606
1456,cannot,-0.30744988,-0.058372382
1457,campus,-0.040614206,-0.023369113
1458,broke,0.27659607,-0.010303321
1459,brazil,0.20058468,0.020632196
1460,australian,0.3548817,0.013433326
1461,attempts,0.47583312,-0.101607814
1462,18,0.20354307,0.030959617
1463,12,0.41135404,-0.050379924
1464,11,-0.20594019,0.0066308635
1465,“this,0.03716373,0.03650432
1466,went,0.59749866,0.058059495
1467,weeks,-0.5359471,-0.00054316147
1468,undercover,-0.045922443,0.03433876
1469,trudeau,-0.2135367,0.09531751
1470,trey,0.017775193,-0.008564396
1471,thursday,0.27058306,-0.053468786
1472,threatening,-0.4162299,0.056573182
1473,suspect,0.6722203,-0.04876941
1474,suggests,-0.21808495,-0.037468854
1475,stupid,-0.1783184,-0.0071549327
1476,store,-0.49177003,-0.011268025
1477,station,-0.8905194,0.027435428
1478,speaking,-0.09895225,0.020336645
1479,sentence,-0.5279341,0.05415383
1480,scam,-0.13027544,0.035588946
1481,san,0.34687978,-0.027206644
1482,sales,0.14871196,0.015839742
1483,safe,0.27108833,0.030443475
1484,ridiculous,0.027880438,-0.0212958
1485,reuters,-0.6871806,-0.036654238
1486,region,0.02828478,0.023930658
1487,recount,0.34064877,-0.06825048
1488,protester,-0.31216198,0.01892608
1489,process,0.10197015,0.031368896
1490,presidents,0.03313231,-0.002531398
1491,policies,-0.061053667,0.010171716
1492,nomination,-0.45214295,-0.050921127
1493,mother,-0.11768709,-0.025871618
1494,mnuchin,-0.7867609,0.0074381437
1495,memorial,0.0739593,-0.015254268
1496,me,-0.53961736,-0.044026967
1497,mays,0.16014387,0.03850372
1498,manafort,-0.1490893,0.026876194
1499,leaving,-0.2055649,0.0028380798
1500,late,0.5032519,0.012124124
1501,kkk,-0.45557,0.0062955013
1502,kasich,-0.38433337,-0.07146648
1503,jeff,-0.20785885,-0.01950565
1504,islamist,-0.27961886,0.0058564637
1505,injured,0.07829159,0.04384584
1506,helping,-0.32889065,-0.022309544
